Day,Total Energy Produced (kWh),Total Duration (hours)
2022-09-07,4118.383833333333,13.333333333333334
2022-09-08,3612.9016666666666,13.333333333333334
2022-09-09,3947.407666666666,13.333333333333334
2022-09-10,4833.957,13.333333333333334
2022-09-11,4096.127,13.333333333333334
2022-09-12,3249.145,13.0
2022-09-13,2170.567666666667,13.333333333333334
2022-09-14,3746.7284999999993,13.166666666666666
2022-09-15,3611.0826666666662,13.166666666666666
2022-09-16,4370.143,13.166666666666666
2022-09-17,3691.5809999999997,13.166666666666666
2022-09-18,4014.3899999999994,13.166666666666666
2022-09-19,3214.6185,13.166666666666666
2022-09-20,3924.2895,13.0
2022-09-21,4371.159166666667,13.0
2022-09-22,3490.224333333333,13.0
2022-09-23,2557.629833333333,12.833333333333334
2022-09-24,2313.2114999999994,12.833333333333334
2022-09-25,2275.914166666667,12.833333333333334
2022-09-26,3671.5416666666665,12.833333333333334
2022-09-27,3805.7885,12.833333333333334
2022-09-28,3617.8896666666656,12.833333333333334
2022-09-29,3512.8214999999996,12.833333333333334
2022-09-30,4212.307500000001,12.833333333333334
2022-10-01,3893.7253333333333,12.833333333333334
2022-10-02,2548.2526666666668,12.666666666666666
2022-10-03,1523.748333333333,12.5
2022-10-04,3221.3541666666665,12.666666666666666
2022-10-05,3598.3466666666664,12.666666666666666
2022-10-06,4319.302999999999,12.666666666666666
2022-10-07,4333.511333333332,12.666666666666666
2022-10-08,3740.3533333333326,12.666666666666666
2022-10-09,2217.126166666667,12.666666666666666
2022-10-10,3103.697833333333,12.666666666666666
2022-10-11,1910.7416666666666,12.166666666666666
2022-10-12,1569.567833333333,12.5
2022-10-13,1775.6384999999998,12.333333333333334
2022-10-14,3919.2793333333334,12.333333333333334
2022-10-15,3970.616833333333,12.333333333333334
2022-10-16,3891.0043333333333,12.333333333333334
2022-10-17,3680.8913333333335,12.333333333333334
2022-10-18,3935.261166666666,12.333333333333334
2022-10-19,3936.9364999999993,12.333333333333334
2022-10-20,3986.0241666666666,12.333333333333334
2022-10-21,4080.2891666666665,12.333333333333334
2022-10-22,4085.5088333333333,12.333333333333334
2022-10-23,1358.1198333333334,12.166666666666666
2022-10-24,716.4263333333333,12.166666666666666
2022-10-25,409.80833333333334,12.166666666666666
2022-10-26,2187.8408333333336,12.166666666666666
2022-10-27,3211.694333333333,12.166666666666666
2022-10-28,3601.146,12.166666666666666
2022-10-29,3514.1551666666664,12.166666666666666
2022-10-30,3526.0626666666662,12.0
2022-10-31,3122.9429999999998,12.0
2022-11-01,3773.815,12.0
2022-11-02,3042.7028333333333,12.0
2022-11-03,3460.081333333333,12.0
2022-11-04,3875.8479999999995,12.0
2022-11-05,3980.7505,11.833333333333334
2022-11-06,3847.146333333333,11.833333333333334
2022-11-07,3882.701,11.833333333333334
2022-11-08,3654.8156666666664,11.833333333333334
2022-11-09,3813.3396666666667,11.833333333333334
2022-11-10,3499.359166666666,11.833333333333334
2022-11-11,3737.0559999999996,11.833333333333334
2022-11-12,3543.061333333333,11.833333333333334
2022-11-13,3547.4643333333333,11.833333333333334
2022-11-14,3759.2921666666666,11.666666666666666
2022-11-15,3800.3701666666675,11.666666666666666
2022-11-16,3559.094666666666,11.666666666666666
2022-11-17,3459.4693333333335,11.666666666666666
2022-11-18,3779.8118333333323,11.666666666666666
2022-11-19,3750.305666666666,11.666666666666666
2022-11-20,3708.658333333333,11.666666666666666
2022-11-21,3798.7496666666666,11.666666666666666
2022-11-22,3525.276666666667,11.666666666666666
2022-11-23,3605.153666666667,11.666666666666666
2022-11-24,3763.5506666666674,11.666666666666666
2022-11-25,3915.7843333333335,11.666666666666666
2022-11-26,3326.9773333333333,11.666666666666666
2022-11-27,3622.782,11.666666666666666
2022-11-28,3670.686833333333,11.5
2022-11-29,3728.934666666666,11.5
2022-11-30,3699.7476666666666,11.5
2022-12-01,3555.3743333333327,11.5
2022-12-02,3392.5061666666666,11.5
2022-12-03,3423.346833333333,11.5
2022-12-04,3511.1544999999996,11.5
2022-12-05,3594.54,11.5
2022-12-06,3352.1649999999995,11.5
2022-12-07,3246.9893333333334,11.5
2022-12-08,3354.2593333333334,11.5
2022-12-09,3378.1586666666662,11.5
2022-12-10,3288.738166666666,11.5
2022-12-11,3184.865333333333,11.5
2022-12-12,2964.8904999999995,11.333333333333334
2022-12-13,2929.8956666666663,11.333333333333334
2022-12-14,2943.9758333333325,11.333333333333334
2022-12-15,2834.1736666666666,11.333333333333334
2022-12-16,2577.444166666666,11.333333333333334
2022-12-17,2989.8855,11.333333333333334
2022-12-18,3155.510500000001,11.333333333333334
2022-12-19,3190.6473333333333,11.333333333333334
2022-12-20,2955.224333333333,11.333333333333334
2022-12-21,2885.1074999999996,11.333333333333334
2022-12-22,2781.1711666666665,11.333333333333334
2022-12-23,2556.7563333333333,11.333333333333334
2022-12-24,2531.4324999999994,11.333333333333334
2022-12-25,2204.817833333333,11.333333333333334
2022-12-26,1423.9121666666665,11.333333333333334
2022-12-27,1567.8348333333333,11.333333333333334
2022-12-28,1856.6271666666664,11.5
2022-12-29,1819.9616666666666,11.5
2022-12-30,2305.9764999999998,11.5
2022-12-31,2532.507,11.5
2023-01-01,2756.550333333333,11.333333333333334
2023-01-02,2555.510666666667,11.333333333333334
2023-01-03,3175.2415,11.333333333333334
2023-01-04,3005.881666666667,11.333333333333334
2023-01-05,3245.506,11.333333333333334
2023-01-06,3386.3348333333333,11.333333333333334
2023-01-07,3351.658,11.333333333333334
2023-01-08,3212.7153333333335,11.333333333333334
2023-01-09,3255.308666666667,11.333333333333334
2023-01-10,3077.4111666666663,11.333333333333334
2023-01-11,3001.9911666666667,11.5
2023-01-12,2421.9759999999997,11.5
2023-01-13,2528.684333333333,11.5
2023-01-14,1702.4089999999999,11.5
2023-01-15,1530.6083333333333,11.5
2023-01-16,2178.3521666666657,11.5
2023-01-17,2138.9529999999995,11.5
2023-01-18,2030.9464999999998,11.5
2023-01-19,2211.9249999999997,11.5
2023-01-20,2773.089666666667,11.5
2023-01-21,2633.4586666666664,11.5
2023-01-22,2367.775333333333,11.5
2023-01-23,2365.1255000000006,11.5
2023-01-24,2711.1016666666665,11.666666666666666
2023-01-25,2552.3533333333326,11.666666666666666
2023-01-26,2306.241,11.833333333333334
2023-01-27,2386.0318333333335,11.833333333333334
2023-01-28,2453.3308333333334,11.833333333333334
2023-01-29,2030.8426666666664,11.833333333333334
2023-01-30,2831.1135,11.833333333333334
2023-01-31,2423.673,11.833333333333334
2023-02-01,1361.2233333333334,6.666666666666667
2023-02-02,2123.3623333333335,11.833333333333334
2023-02-03,2445.9606666666664,11.833333333333334
2023-02-04,2237.8275,11.833333333333334
2023-02-05,1981.5578333333333,11.833333333333334
2023-02-06,1890.4728333333333,12.0
2023-02-07,2129.6538333333338,12.0
2023-02-08,1647.174,12.0
2023-02-09,2021.1236666666664,12.0
2023-02-10,2105.7039999999997,12.0
2023-02-11,1781.7778333333333,12.0
2023-02-12,1876.1254999999996,12.0
2023-02-13,2801.392166666666,12.0
2023-02-14,2418.7994999999996,12.166666666666666
2023-02-15,2162.7526666666668,12.166666666666666
2023-02-16,2340.562833333334,12.166666666666666
2023-02-17,2311.6004999999996,12.166666666666666
2023-02-18,2214.649333333333,12.166666666666666
2023-02-19,1942.6581666666666,12.166666666666666
2023-02-20,1538.6985000000002,12.166666666666666
2023-02-21,494.01733333333334,12.0
2023-02-22,1897.8076666666664,12.333333333333334
2023-02-23,3171.3295,12.333333333333334
2023-02-24,3081.540833333333,12.333333333333334
2023-02-25,3843.513166666667,12.333333333333334
2023-02-26,3990.6178333333332,12.5
2023-02-27,3250.619333333333,12.5
2023-02-28,3340.9138333333326,12.5
2023-03-01,3274.1584999999995,12.5
2023-03-02,2902.6013333333335,12.5
2023-03-03,2791.7928333333334,12.5
2023-03-04,3051.030666666666,12.5
2023-03-05,2945.8363333333336,12.5
2023-03-06,3038.5806666666663,12.5
2023-03-07,4037.7026666666666,12.5
2023-03-08,3516.4948333333327,12.5
2023-03-09,3511.6521666666667,12.666666666666666
2023-03-10,3379.781,12.666666666666666
2023-03-11,3450.7799999999997,12.833333333333334
2023-03-12,3320.306333333333,12.833333333333334
2023-03-13,3625.522833333333,12.833333333333334
2023-03-14,3117.451166666667,12.833333333333334
2023-03-15,1780.6025,12.666666666666666
2023-03-16,3681.468166666667,12.833333333333334
2023-03-17,2368.9840000000004,12.833333333333334
2023-03-18,3933.4914999999996,12.833333333333334
2023-03-19,661.1978333333334,13.0
2023-03-20,2583.150833333334,13.0
2023-03-21,3025.7491666666665,13.0
2023-03-22,3863.014,13.0
2023-03-23,4319.161500000001,13.0
2023-03-24,2238.0108333333333,13.0
2023-03-25,4079.401166666666,13.0
2023-03-26,3521.181166666667,13.0
2023-03-27,4264.930333333333,13.0
2023-03-28,4020.6071666666658,13.166666666666666
2023-03-29,4305.9490000000005,13.166666666666666
2023-03-30,4048.4803333333334,13.166666666666666
2023-03-31,3670.7891666666665,13.166666666666666
2023-04-01,1264.6603333333333,13.333333333333334
2023-04-02,4454.311166666667,13.333333333333334
2023-04-03,4671.990166666666,13.333333333333334
2023-04-04,3773.769666666666,13.333333333333334
2023-04-05,3699.648333333333,13.333333333333334
2023-04-06,4317.190500000001,13.5
2023-04-07,4551.698833333333,13.5
2023-04-08,4244.7935,13.5
2023-04-09,3919.8286666666663,13.5
2023-04-10,4254.897166666667,13.5
2023-04-11,4174.541499999999,13.5
2023-04-12,3726.6001666666666,13.5
2023-04-13,3644.836833333333,13.5
2023-04-14,3387.5579999999995,13.5
2023-04-15,3272.0351666666666,13.5
2023-04-16,3179.9445,13.666666666666666
2023-04-17,3445.474166666667,13.666666666666666
2023-04-18,3220.101333333333,13.666666666666666
2023-04-19,4181.779333333333,13.666666666666666
2023-04-20,4288.201833333333,13.666666666666666
2023-04-21,3932.567,13.833333333333334
2023-04-22,3817.0988333333335,13.833333333333334
2023-04-23,466.9866666666667,13.833333333333334
2023-04-24,4699.661166666666,13.833333333333334
2023-04-25,4696.210333333333,13.833333333333334
2023-04-26,4433.839333333333,13.833333333333334
2023-04-27,4505.012833333333,13.833333333333334
2023-04-28,4290.814666666666,14.0
2023-04-29,3499.0386666666664,14.0
2023-04-30,4314.658499999999,14.0
2023-05-01,4255.357166666667,14.0
2023-05-02,4724.4676666666655,14.0
2023-05-03,2820.772166666666,14.0
2023-05-04,3342.28,14.0
2023-05-05,4760.504666666666,14.0
2023-05-06,4894.1185000000005,14.0
2023-05-07,4730.491166666667,14.0
2023-05-08,4787.758,14.0
2023-05-09,4657.532666666666,14.0
2023-05-10,4199.000000000001,14.333333333333334
2023-05-11,4453.348166666665,14.333333333333334
2023-05-12,3753.143166666667,14.333333333333334
2023-05-13,4539.948333333335,14.333333333333334
2023-05-14,2487.701666666667,14.333333333333334
2023-05-15,4097.252166666666,14.333333333333334
2023-05-16,4240.112666666667,14.333333333333334
2023-05-17,2749.3323333333324,14.333333333333334
2023-05-18,2143.623333333333,14.333333333333334
2023-05-19,2850.900166666666,14.333333333333334
2023-05-20,3854.971666666667,14.333333333333334
2023-05-21,2868.8461666666662,14.333333333333334
2023-05-22,3100.1235,14.333333333333334
2023-05-23,3483.7981666666665,14.333333333333334
2023-05-24,3498.14,14.166666666666666
2023-05-25,4272.688166666667,14.333333333333334
2023-05-26,4594.545166666666,14.333333333333334
2023-05-27,2686.368333333333,14.333333333333334
2023-05-28,4807.374333333333,14.333333333333334
2023-05-29,4764.153833333333,14.5
2023-05-30,4554.881666666666,14.5
2023-05-31,4812.911,14.5
2023-06-01,3676.904833333333,14.5
2023-06-02,4465.813999999999,14.5
2023-06-03,4304.187333333333,14.5
2023-06-04,4201.936333333333,14.5
2023-06-05,4238.364,14.5
2023-06-06,3840.6576666666665,14.666666666666666
2023-06-07,3885.059166666667,14.666666666666666
2023-06-08,2911.8721666666665,14.666666666666666
2023-06-09,2921.261833333333,14.666666666666666
2023-06-10,2715.3995,14.666666666666666
2023-06-11,1436.2511666666667,14.5
2023-06-12,4043.0286666666666,14.666666666666666
2023-06-13,4621.047833333333,14.666666666666666
2023-06-14,1607.7516666666666,14.666666666666666
2023-06-15,1546.1968333333332,14.333333333333334
2023-06-16,1913.2669999999996,14.333333333333334
2023-06-17,1696.7595,14.166666666666666
2023-06-18,1249.2686666666666,14.5
2023-06-19,862.1806666666666,14.5
2023-06-20,1986.3875,14.5
2023-06-21,1779.3541666666665,14.5
2023-06-22,2401.064499999999,14.5
2023-06-23,2334.8528333333334,14.5
2023-06-24,3559.6315,14.5
2023-06-25,4673.306666666666,14.5
2023-06-26,3925.6676666666663,14.5
2023-06-27,2767.0806666666667,14.5
2023-06-28,2511.458833333333,14.5
2023-06-29,1604.2438333333332,14.666666666666666
2023-06-30,2287.6203333333333,14.666666666666666
2023-07-01,1511.7511666666667,14.666666666666666
2023-07-02,2015.5215,14.666666666666666
2023-07-03,2716.946666666667,14.666666666666666
2023-07-04,3005.3438333333334,14.666666666666666
2023-07-05,4605.8685000000005,14.666666666666666
2023-07-06,2466.6025,14.5
2023-07-07,3426.1353333333336,14.5
2023-07-08,3869.5204999999996,14.5
2023-07-09,4204.757833333333,14.5
2023-07-10,4229.169333333333,14.5
2023-07-11,3293.3594999999996,14.5
2023-07-12,1739.3386666666665,14.5
2023-07-13,3288.6028333333334,14.5
2023-07-14,2873.1614999999997,14.5
2023-07-15,3284.6143333333334,14.5
2023-07-16,3439.0564999999997,14.333333333333334
2023-07-17,2791.2178333333322,14.333333333333334
2023-07-18,4344.863333333334,14.333333333333334
2023-07-19,4852.354333333333,14.333333333333334
2023-07-20,4374.674999999999,14.333333333333334
2023-07-21,3559.749666666666,14.166666666666666
2023-07-22,3745.7549999999997,14.333333333333334
2023-07-23,4126.6505,14.333333333333334
2023-07-24,4308.634999999999,14.333333333333334
2023-07-25,4274.241499999999,14.333333333333334
2023-07-26,4676.6726666666655,14.333333333333334
2023-07-27,4333.565500000001,14.333333333333334
2023-07-28,4174.0988333333335,14.333333333333334
2023-07-29,3211.1568333333335,14.333333333333334
2023-07-30,4895.763666666666,14.333333333333334
2023-07-31,5022.626666666666,14.333333333333334
2023-08-01,4586.119,14.333333333333334
2023-08-02,3595.832333333333,14.333333333333334
2023-08-03,2304.4035,14.166666666666666
2023-08-04,2064.8181666666665,14.166666666666666
2023-08-05,3759.3231666666666,14.0
2023-08-06,2602.9134999999997,14.0
2023-08-07,3678.2348333333334,14.0
2023-08-08,3734.002499999999,14.0
2023-08-09,3244.8334999999997,14.0
2023-08-10,3950.6013333333326,14.0
2023-08-11,4194.959333333332,14.0
2023-08-12,3542.534,14.0
2023-08-13,1684.7111666666665,14.0
2023-08-14,4414.030166666666,14.0
2023-08-15,4594.934833333334,14.0
2023-08-16,3394.445666666667,13.833333333333334
2023-08-17,4664.2418333333335,13.833333333333334
2023-08-18,3970.713999999999,13.833333333333334
2023-08-19,2404.3211666666666,13.833333333333334
2023-08-20,3164.638,13.833333333333334
2023-08-21,2845.0955000000004,13.833333333333334
2023-08-24,1139.4166666666665,13.833333333333334
2023-08-25,2735.076499999999,13.833333333333334
2023-08-26,1809.7146666666667,13.833333333333334
2023-08-27,1596.3548333333333,13.5
2023-08-28,2104.805,13.5
2023-08-29,3742.089166666666,13.5
